,well id,well name,analysis date,formation,sample depth,kmax,kmax-h,k90,kvert,porosity,grain density,bulk density,lithology description
2163,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3155.69,2.28,0.62,1.19,0.34,0.058,2830.0,2670.0,"few,lv,sv"
2164,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3742.82,1.38,0.39,1.19,0.26,0.024,2820.0,2750.0,"dol,intgran,ppv,sv,frac"
2165,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1622.05,19.44,3.5,1.18,0.03,0.03,2840.0,2750.0,"lv,sv,sty"
2166,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,10/28/1969,Dnahanni,4136.38,3.74,0.67,1.18,,0.016,2650.0,2610.0,"intgran,hfrac"
2167,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3762.59,2.31,0.6,1.18,0.05,0.028,2850.0,2770.0,"dol,intgran,ppv,sv,scat,lv,frac"
2168,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3728.7,1.82,0.49,1.18,0.77,0.016,2830.0,2790.0,"dol,intgran,ppv,sv,frac"
2172,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3910.68,2.17,0.46,1.17,0.11,0.021,2770.0,2720.0,"dol,intgran,ppv,sv,anhy,carb"
2173,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3752.59,1.67,0.37,1.17,0.51,0.019,2840.0,2780.0,"dol,intgran,ppv,frac"
2174,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3873.4,1.54,0.62,1.16,,0.063,2840.0,2660.0,few lv sv ppv i a
2175,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3883.0,1.53,0.66,1.16,,0.017,2860.0,2810.0,sv ppv i a
2176,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3883.43,1.53,0.57,1.16,,0.017,2860.0,2810.0,sv ppv i a
2177,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3245.63,1.43,0.43,1.16,0.1,0.041,2830.0,2720.0,"few,lv,sv"
2178,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3245.63,1.43,0.43,1.16,0.1,0.041,2830.0,2720.0,"few,lv,sv"
2179,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3245.63,1.43,0.43,1.16,0.1,0.041,2830.0,2720.0,"few,lv,sv"
2180,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3952.1,1.16,0.28,1.16,0.95,0.015,2800.0,2750.0,"dol,intgran,ppv,sv,anhy,carb"
2182,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3165.53,1.45,0.35,1.15,0.07,0.007,2820.0,2800.0,"few,sv,frac"
2183,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3165.53,1.45,0.35,1.15,0.07,0.007,2820.0,2800.0,"few,sv,frac"
2184,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3165.53,1.45,0.35,1.15,0.07,0.007,2820.0,2800.0,"few,sv,frac"
2190,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,785.26,291.0,69.84,1.14,,0.053,2820.0,2670.0,"lv,sv,ppv"
2191,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3725.56,113.0,16.95,1.14,0.48,0.063,2850.0,2670.0,"dol,intgran,sv,scat,lv,frac"
2192,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3168.12,19.6,4.12,1.14,0.2,0.026,2830.0,2750.0,"few,lv,few,sv,frac"
2193,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3168.12,19.6,4.12,1.14,0.2,0.026,2830.0,2750.0,"few,lv,few,sv,frac"
2194,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3168.12,19.6,4.12,1.14,0.2,0.026,2830.0,2750.0,"few,lv,few,sv,frac"
2195,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4392.9,8.98,2.16,1.14,0.68,0.033,2850.0,2760.0,"lv,sv,ppv,hfrac,sty"
2196,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4392.9,8.98,2.16,1.14,0.68,0.033,2850.0,2760.0,"lv,sv,ppv,hfrac,sty"
2197,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4159.3,1.74,0.45,1.14,0.25,0.033,2870.0,2770.0,"dol,intgran,ppv,sv,frac"
2198,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4395.89,1.66,0.45,1.14,0.08,0.017,2840.0,2790.0,"few,sv"
2199,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4534.97,1.6,0.88,1.14,0.72,0.02,2850.0,2790.0,"sv,few,ppv,sty"
2326,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4534.97,1.6,0.88,1.14,0.72,0.02,2850.0,2790.0,"sv,few,ppv,sty"
2327,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3755.73,1.58,0.17,1.14,0.37,0.021,2840.0,2790.0,"dol,intgran,ppv,sv,frac"
2328,300L606020124150,BP CANADA ENERGY COMPANY MERRILL YT L-60,4/2/1969,Dnahanni,1608.06,6.87,4.19,1.13,,0.019,2720.0,2670.0,"intgran,sty,hfrac"
2329,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3150.5,1.43,0.43,1.13,,0.039,2820.0,2710.0,"lv,sv,ppv"
2330,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3150.5,1.43,0.43,1.13,,0.039,2820.0,2710.0,"lv,sv,ppv"
2331,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3150.5,1.43,0.43,1.13,,0.039,2820.0,2710.0,"lv,sv,ppv"
2332,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3160.65,1.28,0.47,1.13,0.55,0.053,2830.0,2680.0,"few,lv,sv,ppv"
2333,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3160.65,1.28,0.47,1.13,0.55,0.053,2830.0,2680.0,"few,lv,sv,ppv"
2334,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3160.65,1.28,0.47,1.13,0.55,0.053,2830.0,2680.0,"few,lv,sv,ppv"
2335,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3737.47,3820.0,916.8,1.12,2.48,0.065,2840.0,2650.0,"dol,intgran,ppv,sv,lv,vfrac"
2336,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3880.56,3.33,0.9,1.12,0.8,0.021,2860.0,2800.0,few sv ppv i a
2337,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3891.78,1.54,0.32,1.12,0.15,0.013,2820.0,2780.0,few lv ppv i a
2338,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3193.21,1.51,0.27,1.12,0.4,0.008,2840.0,2810.0,"intgran,sty,hfrac"
2339,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3193.21,1.51,0.27,1.12,0.4,0.008,2840.0,2810.0,"intgran,sty,hfrac"
2340,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3193.21,1.51,0.27,1.12,0.4,0.008,2840.0,2810.0,"intgran,sty,hfrac"
2341,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4038.54,9.83,3.44,1.11,4.59,0.03,2860.0,2780.0,"dol,intgran,lv,vfrac"
2342,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4380.74,4.94,1.98,1.11,4.23,0.012,2840.0,2800.0,"intgran,hfrac,vfrac"
2343,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4380.74,4.94,1.98,1.11,4.23,0.012,2840.0,2800.0,"intgran,hfrac,vfrac"
2344,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3194.94,3.31,1.22,1.11,0.27,0.019,2840.0,2790.0,"few,sv,ppv,hfrac"
2345,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3194.94,3.31,1.22,1.11,0.27,0.019,2840.0,2790.0,"few,sv,ppv,hfrac"
2346,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3194.94,3.31,1.22,1.11,0.27,0.019,2840.0,2790.0,"few,sv,ppv,hfrac"
2347,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4381.68,2.63,0.79,1.11,0.3,0.014,2840.0,2800.0,"sv,ppv"
2348,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4381.68,2.63,0.79,1.11,0.3,0.014,2840.0,2800.0,"sv,ppv"
2349,300F086040124300,CPOG ET AL LABICHE F-08,2/25/1971,Dmanetoe,2045.82,1.66,0.86,1.11,0.2,0.021,2830.0,2770.0,few sv f cal
2350,300F086040124301,CPOG ET AL LABICHE F-08,2/25/1971,Dmanetoe,2045.82,1.66,0.86,1.11,0.2,0.021,2830.0,2770.0,few sv f cal
2351,300F086040124302,CPOG ET AL LABICHE F-08,2/25/1971,Dmanetoe,2045.82,1.66,0.86,1.11,0.2,0.021,2830.0,2770.0,few sv f cal
2352,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3801.28,1.34,0.32,1.11,0.23,0.029,2860.0,2780.0,sv f
2353,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3570.64,1.3,0.39,1.11,,0.018,2820.0,2770.0,sv f
2354,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4170.4,1.26,0.62,1.11,,0.015,2820.0,2780.0,"few,sv,sty,frac"
2355,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3153.86,1.18,0.25,1.11,0.4,0.04,2830.0,2720.0,"few,lv,few,sv"
2356,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3153.86,1.18,0.25,1.11,0.4,0.04,2830.0,2720.0,"few,lv,few,sv"
2357,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3153.86,1.18,0.25,1.11,0.4,0.04,2830.0,2720.0,"few,lv,few,sv"
2358,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3063.85,62.0,13.02,1.1,,0.038,,,"dol,calc,occ,vug,xl"
2359,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3063.85,62.0,13.02,1.1,,0.038,,,"dol,calc,occ,vug,xl"
2360,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3063.85,62.0,13.02,1.1,,0.038,,,"dol,calc,occ,vug,xl"
2361,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4191.73,3.91,1.92,1.1,0.13,0.005,2830.0,2810.0,"dns,frac"
2362,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3748.56,1.28,0.38,1.1,0.58,0.013,2890.0,2850.0,"dol,intgran,ppv,frac"
2363,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3565.76,1.24,0.46,1.1,,0.025,2810.0,2740.0,sv f
2364,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3748.89,3.56,1.07,1.09,0.28,0.037,2860.0,2750.0,sv f
2365,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3901.14,3.23,0.87,1.09,0.58,0.02,2800.0,2750.0,"dol,intgran,ppv,sv,anhy,carb"
2366,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3193.76,2.71,1.0,1.09,0.16,0.021,2830.0,2780.0,"sv,ppv,hfrac"
2367,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3193.76,2.71,1.0,1.09,0.16,0.021,2830.0,2780.0,"sv,ppv,hfrac"
2368,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3193.76,2.71,1.0,1.09,0.16,0.021,2830.0,2780.0,"sv,ppv,hfrac"
2369,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3888.88,1.78,1.03,1.09,,0.027,2860.0,2780.0,few sv i hf a
2370,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4467.79,1.48,0.36,1.09,1.61,0.017,2840.0,2790.0,"sv,ppv,hfrac,vfrac"
2371,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4467.79,1.48,0.36,1.09,1.61,0.017,2840.0,2790.0,"sv,ppv,hfrac,vfrac"
2372,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3912.9,1.25,0.22,1.09,0.51,0.027,2820.0,2740.0,"dol,intgran,ppv,sv,anhy,carb"
2373,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3881.93,1.25,0.54,1.09,0.42,0.032,2830.0,2740.0,lv sv ppv a
2374,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3724.69,24.8,4.71,1.08,0.3,0.067,2860.0,2670.0,"dol,intgran,ppv,sv,lv,frac"
2375,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4158.55,2.88,1.21,1.08,,0.017,2850.0,2800.0,"dol,intgran,scat,ppv,scat,sv,fra"
2376,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3576.04,2.83,0.76,1.08,0.07,0.039,2840.0,2730.0,sv f
2377,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3925.73,1.45,0.54,1.08,0.5,0.023,2810.0,2740.0,"dol,intgran,ppv,sv,anhy"
2378,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4253.45,1.32,0.4,1.08,0.17,0.013,2810.0,2780.0,"few,sv,frac"
2379,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3751.58,1.18,0.25,1.08,0.78,0.046,2860.0,2730.0,"dol,intgran,ppv,sv,frac"
2380,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3754.15,391.0,54.74,1.07,0.32,0.045,2840.0,2720.0,"dol,intgran,ppv,sv,lv,frac"
2381,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3729.98,2.64,0.58,1.07,1.03,0.024,2860.0,2790.0,"dol,intgran,sv,frac"
2382,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3154.98,1.37,0.51,1.07,0.27,0.027,2820.0,2770.0,"few,sv,few,ppv,frac"
2383,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3154.98,1.37,0.51,1.07,0.27,0.027,2820.0,2770.0,"few,sv,few,ppv,frac"
2384,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3154.98,1.37,0.51,1.07,0.27,0.027,2820.0,2770.0,"few,sv,few,ppv,frac"
2386,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3750.72,7.02,4.28,1.05,0.46,0.013,2860.0,2820.0,sv f
2387,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3934.63,1.89,0.57,1.05,0.3,0.027,2830.0,2760.0,"dol,intgran,ppv,sv,anhy,carb"
2388,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3571.34,1.15,0.39,1.05,,0.045,2810.0,2680.0,sv f
2389,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,786.26,1566.0,1143.18,1.04,,0.043,2820.0,2700.0,"lv,sv,ppv"
2390,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3751.79,1.72,0.34,1.04,0.34,0.031,2860.0,2770.0,"dol,intgran,ppv,sv,frac"
2391,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4332.34,22.7,9.76,1.03,1.97,0.016,2830.0,2790.0,"sv,ppv,vfrac,hfrac"
2392,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4332.34,22.7,9.76,1.03,1.97,0.016,2830.0,2790.0,"sv,ppv,vfrac,hfrac"
2393,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3911.32,5.06,0.96,1.03,0.58,0.038,2840.0,2730.0,"dol,intgran,ppv,sv,frac"
2394,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3909.03,2.85,0.68,1.03,0.43,0.034,2720.0,2630.0,"dol,intgran,ppv,sv,anhy,carb"
2395,300K456030123450,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3195.77,2.65,1.06,1.03,2.25,0.016,2830.0,2780.0,"sv,ppv,hfrac,vfrac"
2396,300K456030123451,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3195.77,2.65,1.06,1.03,2.25,0.016,2830.0,2780.0,"sv,ppv,hfrac,vfrac"
2397,300K456030123452,AMOCO CDA PANAM POINTED MOUNTAIN K-45(A-2),3/4/1968,Dnahanni,3195.77,2.65,1.06,1.03,2.25,0.016,2830.0,2780.0,"sv,ppv,hfrac,vfrac"
2398,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4387.47,1.12,0.2,1.03,1.82,0.02,2840.0,2780.0,"few,sv,ppv,hfrac"
2399,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4387.47,1.12,0.2,1.03,1.82,0.02,2840.0,2780.0,"few,sv,ppv,hfrac"
2400,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3148.22,1.11,0.27,1.03,,0.039,2820.0,2710.0,"few,lv,sv,ppv"
2401,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3148.22,1.11,0.27,1.03,,0.039,2820.0,2710.0,"few,lv,sv,ppv"
2402,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3148.22,1.11,0.27,1.03,,0.039,2820.0,2710.0,"few,lv,sv,ppv"
2404,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3748.1,12.3,4.18,1.02,0.1,0.012,2870.0,2830.0,dense f
2405,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3887.08,1.12,0.17,1.02,0.15,0.016,2870.0,2820.0,few sv ppv i a
2406,300G726230122150,CHEVRON CS EBBUTT G-72,4/8/1969,Dmanetoe,785.96,114.0,20.52,1.0,,0.04,2820.0,2710.0,"sv,ppv,hfrac"
2407,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4322.0,5.44,3.16,1.0,0.26,0.014,2840.0,2800.0,"intgran,frac"
2408,300I276010124000,CANADA SOUTHERN PETROLEUM LTD. N BEAVER R YT I-27,2/12/1964,Dnahanni,3846.48,4.6,1.38,1.0,0.41,0.03,,,"dol,occ,vug,xl,anhy"
2409,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3909.73,1.94,0.58,1.0,1.53,0.019,2790.0,2740.0,"dol,intgran,ppv,sv,anhy,carb"
2410,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4340.2,1.93,0.46,1.0,0.35,0.026,2830.0,2760.0,"sv,ppv"
2411,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4340.2,1.93,0.46,1.0,0.35,0.026,2830.0,2760.0,"sv,ppv"
2412,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,4035.49,1.44,0.16,1.0,1.09,0.02,2860.0,2800.0,"dol,intgran,ppv,vfrac"
2413,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3111.4,1.1,0.3,1.0,0.28,0.01,,,"dol,calc,rc"
2414,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3111.4,1.1,0.3,1.0,0.28,0.01,,,"dol,calc,rc"
2415,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3111.4,1.1,0.3,1.0,0.28,0.01,,,"dol,calc,rc"
2416,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3876.32,1.0,0.4,1.0,0.44,0.017,2860.0,2810.0,few lv sv ppv calcite a
2420,300I486010124000,DEVON KOTANEELEE YT I-48,3/14/1980,Dnahanni,3778.05,7.69,1.85,0.99,0.07,0.044,2850.0,2730.0,"dol,intgran,ppv,sv,lv,frac"
2421,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4466.26,1.68,0.57,0.99,1.3,0.013,2850.0,2810.0,"ppv,hfrac,vfrac"
2422,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4466.26,1.68,0.57,0.99,1.3,0.013,2850.0,2810.0,"ppv,hfrac,vfrac"
2423,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4388.48,1.53,0.37,0.99,0.47,0.03,2830.0,2750.0,"sv,ppv,hfrac"
2424,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4388.48,1.53,0.37,0.99,0.47,0.03,2830.0,2750.0,"sv,ppv,hfrac"
2425,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4169.94,1.12,0.52,0.99,0.19,0.08,2810.0,2790.0,"scat,ppv,frac"
2426,300F386030123450,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4330.75,1.79,0.38,0.98,1.36,0.021,2830.0,2770.0,"lv,sv,ppv"
2427,300F386030123451,AMOCO POINTED MOUNTAIN (B-2) F-38,9/25/1973,Dnahanni,4330.75,1.79,0.38,0.98,1.36,0.021,2830.0,2770.0,"lv,sv,ppv"
2428,300P536030123450,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3918.36,1.6,0.38,0.98,0.43,0.062,2840.0,2670.0,"sl,vert,intgran,sty,frac"
2429,300P536030123451,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3918.36,1.6,0.38,0.98,0.43,0.062,2840.0,2670.0,"sl,vert,intgran,sty,frac"
2510,300P536030123452,APACHE POINTED MOUNTAIN P-53,3/23/1967,Dnahanni,3918.36,1.6,0.38,0.98,0.43,0.062,2840.0,2670.0,"sl,vert,intgran,sty,frac"
2511,300P536030123453,PAN AM POINTED MOUNTAIN P-53A,3/23/1967,Dnahanni,3918.36,1.6,0.38,0.98,0.43,0.062,2840.0,2670.0,slightly v. i. sty. f.
2512,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3566.86,1.54,0.52,0.98,,0.024,2830.0,2760.0,sv f
2513,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3153.06,1.37,0.25,0.98,,0.024,2810.0,2740.0,"few,sv,ppv,frac"
2514,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3153.06,1.37,0.25,0.98,,0.024,2810.0,2740.0,"few,sv,ppv,frac"
2515,300A556030123452,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3153.06,1.37,0.25,0.98,,0.024,2810.0,2740.0,"few,sv,ppv,frac"
2516,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3739.83,1.24,0.33,0.98,0.05,0.025,2890.0,2810.0,sv f
2517,300E376010124000,DEVON KOTANEELEE YT E-37,10/19/1978,Dnahanni,3909.27,0.17,0.08,0.97,0.32,0.027,2810.0,2730.0,"dol,intgran,ppv,sv,anhy,carb"
2518,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4192.22,4.11,2.14,0.96,,0.015,2830.0,2790.0,"sv,frac"
2519,300G016010124150,BP CANADA ENERGY COMPANY BEAVER YT G-01,8/20/1969,Dnahanni,4397.01,2.29,0.78,0.96,0.1,0.023,2800.0,2740.0,"few,sv,frac"
2520,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3123.16,1.6,0.29,0.96,0.19,0.014,,,"dol,calc,rfrac"
2521,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3123.16,1.6,0.29,0.96,0.19,0.014,,,"dol,calc,rfrac"
2522,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3123.16,1.6,0.29,0.96,0.19,0.014,,,"dol,calc,rfrac"
2523,300B386010124000,DEVON KOTANEELEE YT B-38,11/21/1977,Dnahanni,3739.53,21.8,6.54,0.95,0.06,0.017,2860.0,2810.0,sv f
2524,300J726020122450,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3119.72,1.8,0.38,0.95,0.38,0.013,,,"dol,calc,rfrac"
2525,300J726020122451,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3119.72,1.8,0.38,0.95,0.38,0.013,,,"dol,calc,rfrac"
2526,300J726020122452,TEXACO BOVIE LAKE J-72,1/16/1967,Dnahanni,3119.72,1.8,0.38,0.95,0.38,0.013,,,"dol,calc,rfrac"
2527,300A556030123450,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3155.96,1.12,0.3,0.95,0.18,0.012,2820.0,2790.0,"few,sv"
2528,300A556030123451,APACHE AMOCO A-4 POINTED MOUNTAIN A-55,8/1/1974,Dnahanni,3155.96,1.12,0.3,0.95,0.18,0.012,2820.0,2790.0,"few,sv"
